Id kategorie;Název kategorie;Maximální cena za proklik
1736;Dìtské zboí/Dìtskı nábytek/Jídelní idlièky;
1737;Dùm, byt a zahrada/Dílna/Pøíslušenství k náøadí/Boxy a brašny na náøadí;
1738;Potraviny a nápoje/Potraviny/Cukrovinky/Bonboniéry;
1739;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Koupelnové a WC doplòky/Mıdlenky;
1740;Kosmetika a drogerie/Drogerie/Èistící prostøedky/Ostatní èistící prostøedky;
1741;Poèítaèe/Pøíslušenství pro tablety/Pouzdra pro tablety;
1743;Poèítaèe/Pøíslušenství pro tablety/Klávesnice pro tablety;
1744;Poèítaèe/Pøíslušenství pro tablety/Stojany a dokovací stanice pro tablety;
1745;Poèítaèe/Pøíslušenství pro tablety/Dráky do auta na tablety;
1746;Poèítaèe/Pøíslušenství pro tablety/Stylusy pro mobilní telefony a tablety;
1747;Sport/Vodní sporty/Vodácké vybavení/Lodì/Kajaky;
1748;Sport/Vodní sporty/Vodácké vybavení/Lodì/Kanoe;
1749;Sport/Vodní sporty/Vodácké vybavení/Lodì/Èluny;
1750;Sport/Vodní sporty/Vodácké vybavení/Lodì/Rafty;
1751;Dùm, byt a zahrada/Dílna/Pracovní obleèení/Pracovní kalhoty a šortky;
1752;Dùm, byt a zahrada/Dílna/Pracovní obleèení/Pracovní rukavice;
1753;Dùm, byt a zahrada/Dílna/Pracovní obleèení/Pracovní blùzy a vesty;
1755;Dùm, byt a zahrada/Dílna/Ochranné pracovní pomùcky/Chránièe sluchu;
1756;Dùm, byt a zahrada/Dílna/Ochranné pracovní pomùcky/Pracovní pøilby;
1757;Dùm, byt a zahrada/Dílna/Ochranné pracovní pomùcky/Ochrana zraku;
1758;Dùm, byt a zahrada/Dílna/Ochranné pracovní pomùcky/Ochranné masky, roušky a respirátory;
1759;Dìtské zboí/Dìtskı nábytek/Dìtské skøínì a komody;
1760;Dìtské zboí/Dìtskı nábytek/Dìtské stoly;
1761;Dìtské zboí/Dìtskı nábytek/Dìtské idle a køesla;
1762;Dìtské zboí/Dìtskı nábytek/Dìtské postele;
1763;Dìtské zboí/Dìtskı nábytek/Dìtské pokoje;
1765;Elektronika/TV a audio-video/Audio/Auto Hi-Fi/Pøíslušenství pro autorádia/FM modulátory;
1766;Elektronika/TV a audio-video/Audio/Auto Hi-Fi/Pøíslušenství pro autorádia/FM transmittery;
1767;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytové doplòky/Úloné boxy;
1768;Domácí spotøebièe/Zdravotní pomùcky/Glukometry;
1769;Dùm, byt a zahrada/Nábytek/Obıvací pokoje/Papasany;
1770;Kultura a zábava/Knihy/Uèebnice/Cizí jazyky/Cizojazyèné knihy;
1771;Elektronika/TV a audio-video/Audio/Auto Hi-Fi/Pøíslušenství pro autorádia/ISO konektory;
1772;Elektronika/TV a audio-video/Audio/Auto Hi-Fi/Pøíslušenství pro autorádia/ISO redukce;
1773;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytové dekorace/Vánoèní stromky;
1774;Dùm, byt a zahrada/Dílna/Ruèní náøadí/Páèidla;
1775;Dùm, byt a zahrada/Dílna/Ruèní náøadí/Klíèe;
1778;Auto-moto/Autodoplòky/Hevery;
1779;Dùm, byt a zahrada/Dílna/Pøíslušenství k náøadí/Brusné kotouèe;
1783;Kosmetika a drogerie/Drogerie/Pøípravky proti hmyzu/Hubièe, lapaèe a odpuzovaèe hmyzu;
1784;Kosmetika a drogerie/Drogerie/Pøípravky proti hmyzu/Pøípravky po bodnutí hmyzem;
1786;Kosmetika a drogerie/Kosmetika/Kosmetické pomùcky/Vlhèené ubrousky/Odlièovací ubrousky;
1787;Kosmetika a drogerie/Kosmetika/Kosmetické pomùcky/Vlhèené ubrousky/Intimní ubrousky;
1788;Kosmetika a drogerie/Kosmetika/Kosmetické pomùcky/Vlhèené ubrousky/Hygienické ubrousky;
1790;Kosmetika a drogerie/Kosmetika/Kosmetické pomùcky/ínky a houby na mytí;
1791;Zdraví/Intimní potøeby/Kondomy;
1792;Zdraví/Intimní potøeby/Lubrikaèní gely;
1794;Obleèení a móda/Módní doplòky/Deštníky a pláštìnky/Deštníky;
1795;Foto/Foto doplòky a pøíslušenství/Spouštì pro fotoaparáty;
1797;Poèítaèe/Poèítaèové pøíslušenství/Síové prvky/Routery a pøístupové body;
1798;Poèítaèe/Poèítaèové pøíslušenství/Síové prvky/Switche;
1800;Poèítaèe/Poèítaèové pøíslušenství/Síové prvky/Síové karty;
1802;Poèítaèe/Poèítaèové pøíslušenství/Síové prvky/Modemy;
1803;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Sprchy a pøíslušenství/Sprchové hadice;
1804;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Sprchy a pøíslušenství/Sprchové hlavice;
1805;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Sprchy a pøíslušenství/Sprchové tyèe a ramena;
1806;Ostatni/Ostatni bez kategorii;
1808;Kosmetika a drogerie/Drogerie/Dìtská kosmetika/Dìtské zásypy;
1809;Dìtské zboí/Pøebalování/Pøebalovací tašky;
1810;Poèítaèe/Poèítaèové komponenty/Poèítaèové chlazení/PC ventilátory;
1811;Poèítaèe/Poèítaèové komponenty/Poèítaèové chlazení/Teplovodivé pasty;
1812;Poèítaèe/Poèítaèové komponenty/Poèítaèové chlazení/Vodní chlazení;
1813;Kultura a zábava/Volnı èas/Rybáøské potøeby/Bivaky;
1814;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytové doplòky/Zrcadla;
1815;Dìtské zboí/Dìtskı nábytek/Dìtská lehátka a sedátka;
1816;Dùm, byt a zahrada/Nábytek/Haly a pøedsínì/Botníky;
1817;Zdraví/Brıle a kontaktní èoèky/Brıle na ètení;
1819;Kanceláø/Kanceláøská technika/Pokladní systémy/Èteèky èárovıch kódù;
1820;Kosmetika a drogerie/Kosmetika/Kosmetické pomùcky/Manikúra a pedikúra;
1821;Kultura a zábava/Volnı èas/Potøeby pro kuøáky/Zapalovaèe;
1822;Kultura a zábava/Volnı èas/Potøeby pro kuøáky/Balení cigaret/Cigaretové papírky;
1823;Kultura a zábava/Volnı èas/Potøeby pro kuøáky/Balení cigaret/Cigaretové filtry;
1824;Dùm, byt a zahrada/Zahrada/Pìstitelství/Kompostéry;
1825;Dùm, byt a zahrada/Zahrada/Zahradní náøadí/Zahradní koleèka;
1826;Kultura a zábava/Volnı èas/Potøeby pro kuøáky/Balení cigaret/Cigaretové tabáky;
1828;Dùm, byt a zahrada/Dílna/Pøíslušenství k náøadí/Spojovací materiál/Šrouby;
1829;Dùm, byt a zahrada/Dílna/Pøíslušenství k náøadí/Spojovací materiál/Matice;
1830;Dùm, byt a zahrada/Dílna/Pøíslušenství k náøadí/Spojovací materiál/Høebíky;
1831;Dùm, byt a zahrada/Dílna/Pøíslušenství k náøadí/Spojovací materiál/Hmodinky;
1832;Dìtské zboí/Kojenecké potøeby/Bryndáky;
1833;Auto-moto/Autodoplòky/Logo projektory;
1836;Auto-moto/Autodoplòky/Autopotahy/Potahy sedadel;
1837;Auto-moto/Autodoplòky/Autopotahy/Potahy na volant;
1838;Kanceláø/Kanceláøskı nábytek/Tabule a nástìnky;
1839;Kanceláø/Kanceláøskı nábytek/Flipcharty;
1840;Poèítaèe/Poèítaèové pøíslušenství/Tiskárny a pøíslušenství/Tiskové servery;
1841;Kultura a zábava/Volnı èas/Hudebniny/Hudební nástroje/Strunné nástroje/Ukulele;
1842;Kultura a zábava/Volnı èas/Hudebniny/Hudební nástroje/Strunné nástroje/Mandolíny;
1843;Zdraví/Zdravotnickı materiál/Injekèní støíkaèky;
1844;Foto/Foto doplòky a pøíslušenství/Stativy a stativové hlavy/Stativové hlavy;
1845;Dùm, byt a zahrada/Bazény a víøivky/Pøíslušenství k bazénùm a víøivkám/Bazénové vysavaèe;
1846;Dùm, byt a zahrada/Zahrada/Zahradní náøadí/Motyky;
1847;Auto-moto/Autodoplòky/Autokoberce;
1848;Auto-moto/Autodoplòky/Kanystry;
1849;Auto-moto/Autodoplòky/Dráky do auta;
1850;Poèítaèe/Poèítaèové pøíslušenství/Síové prvky/Firewally;
1851;Poèítaèe/Poèítaèové pøíslušenství/Síové prvky/Média konvertory;
1854;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytové dekorace/Samolepící dekorace;
1855;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Koupelnové a WC doplòky/WC štìtky;
1856;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Sifony;
1857;Kosmetika a drogerie/Kosmetika/Kosmetické pomùcky/Kosmetické tampóny;
1858;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Koupelnové a WC doplòky/Dávkovaèe mıdla;
1859;Kosmetika a drogerie/Kosmetika/Kosmetické pomùcky/Holítka;
1860;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytové dekorace/Svícny;
1862;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytové dekorace/Aroma lampy;
1863;Kosmetika a drogerie/Kosmetika/Pøípravky na holení/Pánské holící pøípravky/Pìny, krémy a gely na holení;
1864;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytovı textil/Koupelnové a WC pøedloky;
1865;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Bidety a klozety/WC sedátka;
1869;Zdraví/Brıle a kontaktní èoèky/Roztoky na kontaktní èoèky;
1870;Dùm, byt a zahrada/Dílna/Dílenské stoly;
1871;Kultura a zábava/Knihy/Køíovky;
1872;Dùm, byt a zahrada/Nábytek/Lonice/Noèní stolky;
1873;Auto-moto/Autodoplòky/Majáky;
1874;Kultura a zábava/Knihy/Sudoku;
1875;Poèítaèe/Pøíslušenství pro tablety/Fólie pro tablety;
1877;Zdraví/Intimní potøeby/Menstruaèní kalíšky;
1879;Zdraví/Zdravotnickı materiál/Náplasti;
1880;Zdraví/Zdravotnickı materiál/Kompresy;
1881;Zdraví/Zdravotnickı materiál/Obvazy a obinadla;
1882;Zdraví/Zdravotnickı materiál/Krytí na rány;
1883;Zdraví/Zdravotnickı materiál/Tejpovací pásky;
1884;Kosmetika a drogerie/Drogerie/Hygienické potøeby/Vata;
1885;Kosmetika a drogerie/Drogerie/Hygienické potøeby/Vatové tyèinky;
1886;Dùm, byt a zahrada/Zahrada/Zahradní stavby/Pergoly;
1887;Kosmetika a drogerie/Drogerie/Dìtská kosmetika/Dìtské šampony;
1888;Kosmetika a drogerie/Drogerie/Dìtská kosmetika/Dìtská mıdla a pøípravky do koupele;
1889;Kosmetika a drogerie/Drogerie/Dìtská kosmetika/Krémy a emulze pro dìti;
1890;Kosmetika a drogerie/Drogerie/Dìtská kosmetika/Dìtské vlhèené ubrousky;
1891;Dùm, byt a zahrada/Dílna/Pøíslušenství k náøadí/Pilové dìrovky;
1893;Kultura a zábava/Volnı èas/Hudebniny/Osvìtlovací technika/Divadelní a studiové reflektory;
1894;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Koupelnové a WC doplòky/Osoušeèe rukou;
1895;Dùm, byt a zahrada/Stavebniny/Elektroinstalaèní materál/Objímky na árovky;
1896;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Kuchyòské náèiní/Cedníky;
1898;Sport/Míèové sporty/Fotbal/Štulpny;
1899;Foto/Foto doplòky a pøíslušenství/Negativy a kinofilmy;
1900;Domácí spotøebièe/Kuchyòské spotøebièe/Vaøení/Zavaøovací hrnce;
1901;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Vany a pøíslušenství/Vanové zástìny;
1902;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Nádobí/Nádobí na peèení/Pekáèe a zapékací mísy;
1903;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Kuchyòské doplòky/Skladování potravin a nápojù/Chlebníky;
1904;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Kuchyòské náèiní/Hmodíøe;
1905;Foto/Foto doplòky a pøíslušenství/Hledáèky;
1906;Dùm, byt a zahrada/Dílna/Pøíslušenství k náøadí/Sklíèidla;
1907;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytovı textil/Nafukovací matrace;
1908;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Kuchyòské náèiní/Struhadla;
1909;Dùm, byt a zahrada/Vytápìní a ohøev/Pøíslušenství pro vytápìní a ohøev/Krbové obestavby;
1910;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Sprchy a pøíslušenství/Sprchové soupravy;
1911;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytové doplòky/Ramínka na šaty;
1912;Dìtské zboí/Hraèky/Spoleèenské hry/Venkovní a stolní hry/Petanque;
1913;Zdraví/Zdravotnickı materiál/Berle;
1915;Kanceláø/Kanceláøské potøeby/Psací potøeby/Fixy a popisovaèe;
1916;Dìtské zboí/Hraèky/Korálky;
1917;Kanceláø/Kanceláøské potøeby/Psací potøeby/Zvırazòovaèe;
1918;Kultura a zábava/Volnı èas/Vıtvarné potøeby/Umìlecké štìtce;
1919;Kanceláø/Kanceláøské potøeby/Razítka;
1920;Kultura a zábava/Volnı èas/Vıtvarné potøeby/Vıtvarné barvy/Vodové barvy;
1921;Kultura a zábava/Volnı èas/Vıtvarné potøeby/Modelovací hmoty;
1922;Dìtské zboí/Hraèky/Dìtská razítka;
1923;Elektronika/Baterie a nabíjení/Nabíjeèky a adaptéry/Nabíjeèky baterií;
1924;Sport/Fitness/Fitness pomùcky/Expandéry;
1925;Sport/Sportovní odìvy, obuv a doplòky/Sportovní mìøièe/Stopky;
1926;Kanceláø/Kanceláøská technika/Pokladní systémy/Èteèky magnetickıch karet;
1927;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytové doplòky/Podloky pod nábytek;
1928;Auto-moto/Auto-moto baterie/Trakèní baterie;
1929;Kosmetika a drogerie/Kosmetika/Kosmetické pomùcky/Kosmetické tašky;
1931;Kosmetika a drogerie/Drogerie/Pøípravky na mytí nádobí/Prostøedky do myèky;
1932;Kosmetika a drogerie/Drogerie/Pøípravky na mytí nádobí/Mycí prostøedky;
1933;Elektronika/Baterie a nabíjení/Baterie a akumulátory/Záloní baterie;
1934;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Organizace kuchynì/Odkapávaèe na nádobí;
1935;Auto-moto/Autodoplòky/Bateriové kleštì;
1936;Domácí spotøebièe/Praní a péèe o prádlo/Odstraòovaèe molkù;
1937;Elektronika/TV a audio-video/Projekèní technika/Laserová ukazovátka a presentéry;
1938;Zdraví/Ochranné pomùcky/Vloky do bot;
1939;Zdraví/Ochranné pomùcky/Ortézy a bandáe;
1940;Dùm, byt a zahrada/Nábytek/Haly a pøedsínì/Recepce;
1941;Elektronika/TV a audio-video/Audio/Megafony;
1942;Dìtské zboí/Pøeprava dìtí/Pøíslušenství pro pøepravu dìtí/Doplòky k autosedaèkám/Potahy na autosedaèky;
1944;Obleèení a móda/Módní doplòky/Pøívìsky, nášivky a odznaky/Klíèenky;
1946;Domácí spotøebièe/Kuchyòské spotøebièe/Pomocníci do kuchynì/Rıovary;
1947;Kultura a zábava/Volnı èas/Rybáøské potøeby/Doplòky pro rybáøe/Obratlíky a karabinky;
1948;Kultura a zábava/Volnı èas/Rybáøské potøeby/Rybáøská køesla;
1949;Kultura a zábava/Volnı èas/Rybáøské potøeby/Rybáøské obleèení;
1950;Sport/Fitness/Fitness pomùcky/Opasky na posilování;
1951;Obleèení a móda/Módní doplòky/Doplòky do vlasù/Èelenky;
1952;Dìtské zboí/Hraèky/Bublifuky;
1953;Sport/Outdoorové vybavení/Kompasy a buzoly;
1954;Obleèení a móda/Módní doplòky/Sluneèní a polarizaèní brıle/Pouzdra na brıle;
1955;Obleèení a móda/Pánské obleèení/Pánské spodní prádlo a plavky/Pánská pyama;
1956;Auto-moto/Autokosmetika/Autošampóny;
1957;Kultura a zábava/Volnı èas/Chovatelské potøeby/Akvaristika/Akvarijní technika/Pøíslušenství k akvarijním filtrùm;
1958;Dìtské zboí/Hraèky/Hlavolamy;
1959;Dùm, byt a zahrada/Zahrada/Pìstitelství/Semena;
1960;Dùm, byt a zahrada/Zahrada/Pìstitelství/Kvìtináèe a truhlíky;
1961;Dùm, byt a zahrada/Dílna/Ruèní náøadí/Závitníky;
1962;Dùm, byt a zahrada/Vytápìní a ohøev/Pøíslušenství pro vytápìní a ohøev/Kouøovody;
1963;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytové doplòky/Garnıe;
1964;Obleèení a móda/Obuv/Dìtská obuv/Ostatní dìtská obuv;
1965;Obleèení a móda/Dìtské obleèení/Dìtská trièka a košile/Dìtská trièka;
1966;Obleèení a móda/Dìtské obleèení/Dìtské bundy a vesty/Dìtské bundy;
1967;Obleèení a móda/Dìtské obleèení/Dìtské kalhoty a kraasy/Dìtské kalhoty;
1968;Obleèení a móda/Dìtské obleèení/Dìtské kalhoty a kraasy/Dìtské kraasy;
1969;Obleèení a móda/Dìtské obleèení/Dìtské mikiny a svetry;
1970;Obleèení a móda/Dìtské obleèení/Dìtské suknì;
1971;Obleèení a móda/Dìtské obleèení/Dìtské šaty;
1972;Obleèení a móda/Dìtské obleèení/Dìtské bundy a vesty/Dìtské vesty;
1973;Obleèení a móda/Dìtské obleèení/Dìtské upany;
1976;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obleèení/Tepláky a teplákové soupravy/Dìtské tepláky a soupravy;
1977;Obleèení a móda/Dìtské obleèení/Dìtské spodní prádlo a plavky/Dìtská pyama;
1978;Obleèení a móda/Dìtské obleèení/Dìtské spodní prádlo a plavky/Dìtské plavky;
1980;Obleèení a móda/Dìtské obleèení/Dìtská trièka a košile/Dìtské košile;
1981;Obleèení a móda/Dìtské obleèení/Dìtské kalhoty a kraasy/Dìtské tøiètvrtáky;
1982;Obleèení a móda/Módní doplòky/Pokrıvky hlavy/Kšiltovky;
1983;Obleèení a móda/Dìtské obleèení/Dìtské ponoky a punèocháèe;
1984;Obleèení a móda/Dìtské obleèení/Dìtské spodní prádlo a plavky/Dìtské spodní prádlo;
1986;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytovı textil/Chránièe matrací;
1988;Zdraví/Lékárna/Pøípravky na hubnutí;
1989;Zdraví/Detoxikace organismu;
1990;Obleèení a móda/Módní doplòky/Pokrıvky hlavy/Èepice;
1991;Obleèení a móda/Módní doplòky/Zimní  módní doplòky/Rukavice;
1992;Obleèení a móda/Módní doplòky/Šátky a šály/Šály;
1993;Sport/Bojové sporty/Box/Boxerské ringy;
1995;Dìtské zboí/Pøebalování/Plenkové kalhotky;
1996;Dìtské zboí/Dìtskı nábytek/Pøebalovací pulty, komody a stoly;
1997;Dìtské zboí/Pøebalování/Koše na pleny;
2000;Dìtské zboí/Dìtskı nábytek/Dìtské zábrany;
2001;Dìtské zboí/Dìtskı nábytek/Dìtské ohrádky;
2002;Dìtské zboí/Dìtskı nábytek/Krabice a boxy na hraèky;
2003;Dìtské zboí/Dìtskı nábytek/Kolébky pro miminka;
2004;Dìtské zboí/Dìtskı nábytek/Nebesa nad postılku;
2005;Dìtské zboí/Kojenecké potøeby/Odsávaèky mléka;
2006;Dìtské zboí/Kojenecké potøeby/Savièky;
2007;Dìtské zboí/Kojenecké potøeby/Kojenecké váhy;
2008;Dìtské zboí/Kojenecké potøeby/Odsávaèky hlenù;
2009;Dìtské zboí/Kojenecké potøeby/Teplomìry do vody;
2011;Dìtské zboí/Pøeprava dìtí/Šátky na nošení dìtí;
2012;Dìtské zboí/Kojenecké potøeby/Øetízky na dudlíky a šidítka;
2013;Dìtské zboí/Kojenecké potøeby/Krabièky na dudlíky a šidítka;
2014;Dìtské zboí/Kojenecké potøeby/Termoobaly na lahve;
2015;Dìtské zboí/Kojenecké potøeby/Lehátka do vany;
2016;Dìtské zboí/Kojenecké potøeby/Koupací vanièky a kyblíky;
2017;Dìtské zboí/Kojenecké potøeby/Chrastítka a kousátka;
2018;Dìtské zboí/Kojenecké potøeby/Kartáèe na lahve a dudlíky;
2019;Obleèení a móda/Dìtské obleèení/Dìtské spodní prádlo a plavky/Dìtské funkèní prádlo;
2021;Dìtské zboí/Hraèky/Hry na zahradu/Skákací hrady;
2022;Dìtské zboí/Hraèky/Loutková divadla;
2023;Dìtské zboí/Hraèky/Houpací konì;
2024;Dìtské zboí/Hraèky/Loutky, maòásci, marionety;
2025;Dìtské zboí/Hraèky/Hrací strojky;
2026;Dìtské zboí/Hraèky/Hry na zahradu/Hraèky na písek;
2027;Dìtské zboí/Hraèky/Domeèky pro panenky;
2028;Dìtské zboí/Hraèky/Hopsadla;
2030;Kultura a zábava/Volnı èas/Vıtvarné potøeby/Kresba/Voskovky a pastely;
2031;Kanceláø/Kanceláøské potøeby/Nùky a otvíraèe obálek/Kanceláøské nùky;
2033;Dìtské zboí/Pøeprava dìtí/Pøíslušenství pro pøepravu dìtí/Doplòky ke koèárkùm/Stupátka ke koèárkùm;
2034;Dìtské zboí/Pøeprava dìtí/Pøíslušenství pro pøepravu dìtí/Doplòky ke koèárkùm/Pláštìnky a clony ke koèárkùm;
2035;Dìtské zboí/Pøeprava dìtí/Pøíslušenství pro pøepravu dìtí/Doplòky ke koèárkùm/Rukávníky;
2036;Dìtské zboí/Pøeprava dìtí/Pøíslušenství pro pøepravu dìtí/Doplòky ke koèárkùm/Korbièky;
2037;Dìtské zboí/Pøeprava dìtí/Pøíslušenství pro pøepravu dìtí/Doplòky ke koèárkùm/Konstrukce koèárkù;
2038;Dìtské zboí/Pøeprava dìtí/Pøíslušenství pro pøepravu dìtí/Doplòky ke koèárkùm/Dráky na koèárek;
2039;Dìtské zboí/Pøeprava dìtí/Pøíslušenství pro pøepravu dìtí/Doplòky ke koèárkùm/Vloné tašky;
2040;Dìtské zboí/Pøeprava dìtí/Pøíslušenství pro pøepravu dìtí/Doplòky ke koèárkùm/Nánoníky;
2041;Dìtské zboí/Pøeprava dìtí/Pøíslušenství pro pøepravu dìtí/Doplòky ke koèárkùm/Madla ke koèárkùm;
2042;Dìtské zboí/Pøeprava dìtí/Pøíslušenství pro pøepravu dìtí/Doplòky ke koèárkùm/Kola ke koèárkùm;
2044;Dìtské zboí/Hraèky/Kreativní a vıukové hraèky;
2045;Dìtské zboí/Hraèky/Kolotoèe nad postılku;
2046;Dìtské zboí/Školní potøeby/Školní batohy a brašny/Školní aktovky;
2047;Dìtské zboí/Kojenecké potøeby/Sterilizátory;
2048;Dìtské zboí/Kojenecké potøeby/Ohøívaèe kojeneckıch lahví;
2049;Obleèení a móda/Módní doplòky/Doplòky do vlasù/Sponky a gumièky do vlasù;
2050;Obleèení a móda/Módní doplòky/Doplòky do vlasù/Ozdoby do vlasù;
2051;Obleèení a móda/Módní doplòky/Šátky a šály/Šátky;
2052;Obleèení a móda/Módní doplòky/Pøívìsky, nášivky a odznaky/Nášivky;
2053;Obleèení a móda/Módní doplòky/Opasky a kšandy/Kšandy;
2054;Obleèení a móda/Šperky a hodinky/Šperky/Soupravy šperkù;
2055;Obleèení a móda/Šperky a hodinky/Šperky/Manetové knoflíèky;
2057;Sport/Zimní sporty/Snowboarding/Snowboardové kalhoty;
2058;Sport/Zimní sporty/Lyování/Sjezdové lyování/Lyaøské kalhoty;
2060;Foto/Foto doplòky a pøíslušenství/Ochrana fotoaparátù a videokamer/Podvodní pouzdra;
2062;Sport/Míèové sporty/Fotbal/Turfy;
2063;Kultura a zábava/Volnı èas/Vìda a laboratoø/Laboratorní zdroje;
2064;Poèítaèe/Poèítaèové komponenty/Poèítaèové chlazení/Pasivní chladièe;
2065;Poèítaèe/Poèítaèové pøíslušenství/Kabely a konektory/Kabely/Kabely do PC;
2066;Poèítaèe/Poèítaèové pøíslušenství/Síové prvky/Rackové skøínì;
2067;Dùm, byt a zahrada/Zabezpeèení domácnosti/Trezory;
2068;Poèítaèe/Poèítaèové pøíslušenství/Tiskárny a pøíslušenství/3D tiskárny;
2069;Kultura a zábava/Volnı èas/Chovatelské potøeby/Pro psy/Psí zdraví a hygiena/Péèe o psí chrup;
2070;Domácí spotøebièe/Kuchyòské spotøebièe/Pomocníci do kuchynì/Vakuovaèky;
2071;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Stolování/Dbány, karafy a dekantéry;
2072;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Kuchyòské doplòky/Skladování potravin a nápojù/Chladièe na víno;
2073;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Stolování/Otvíráky;
2074;Dùm, byt a zahrada/Nábytek/Lonice/Postelové rošty;
2076;Sport/Bojové sporty/MMA/MMA rukavice;
2077;Sport/Bojové sporty/MMA/Šortky a kraasy pro bojové sporty;
2078;Dùm, byt a zahrada/Stavebniny/Stavební materiál/Cihly a zdící materiál;
2079;Kosmetika a drogerie/Parfémy/Vzorky parfémù;
2080;Dùm, byt a zahrada/Bydlení a doplòky/Bytovı textil, doplòky a dekorace/Bytovı textil/Pøikrıvky a deky;
2081;Dìtské zboí/Kojenecké potøeby/Hrací deky;
2082;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Nádobí/Hrnce a pánve/Poklice;
2084;Kultura a zábava/Volnı èas/Vıtvarné potøeby/Malíøská plátna;
2085;Dùm, byt a zahrada/Stavebniny/Elektroinstalaèní materál/Mìnièe napìtí;
2086;Dùm, byt a zahrada/Stavebniny/Elektroinstalaèní materál/Elektrosouèástky;
2087;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Sprchy a pøíslušenství/Panely ke sprchovım vanièkám;
2088;Dùm, byt a zahrada/Dílna/Ruèní náøadí/Pilníky a rašple;
2089;Auto-moto/Motodoplòky/Helmy na motorku;
2091;Auto-moto/Autodíly/Motory;
2092;Auto-moto/Autodíly/Pøevodovky;
2093;Auto-moto/Autodíly/Spojky;
2094;Auto-moto/Autodíly/Klínové øemeny;
2095;Auto-moto/Autodíly/Filtry do auta;
2096;Auto-moto/Autodíly/Karosérie;
2097;Auto-moto/Autodíly/Taná zaøízení;
2098;Auto-moto/Autodíly/Øadící páky a manety;
2099;Auto-moto/Autodíly/Autoskla;
2100;Auto-moto/Autodíly/Klimatizace do auta;
2101;Auto-moto/Autodíly/Sportovní pedály;
2102;Auto-moto/Autodíly/Sedadla;
2103;Auto-moto/Autodíly/Vıfukovı systém;
2104;Auto-moto/Autodíly/Auto zrcátka;
2105;Auto-moto/Autodíly/Brzdové systémy;
2106;Auto-moto/Autodíly/Tìsnìní;
2107;Auto-moto/Autodíly/Svìtlomety;
2108;Auto-moto/Autodíly/Palivové systémy;
2109;Auto-moto/Autodíly/Chlazení a vytápìní;
2110;Auto-moto/Autodíly/Autoelektrika;
2111;Auto-moto/Autodíly/Podvozky a pohony kol;
2112;Auto-moto/Provozní kapaliny/Náplnì do chladièù a ostøikovaèù/Nemrznoucí smìsi do chladièù;
2113;Auto-moto/Provozní kapaliny/Brzdové kapaliny;
2114;Auto-moto/Provozní kapaliny/Oleje a maziva/Hydraulické oleje;
2115;Auto-moto/Disky/Poklice na kola;
2116;Auto-moto/Autodoplòky/Povinná a bezpeènostní vıbava;
2117;Auto-moto/Autodoplòky/Zabezpeèení vozidel;
