Id kategorie;Název kategorie;Maximální cena za proklik
2848;Dùm, byt a zahrada/Zabezpeèení domácnosti/Kamery a kamerové systémy/Bezpeènostní kamery/IP kamery;
2849;Dùm, byt a zahrada/Zabezpeèení domácnosti/Kamery a kamerové systémy/Bezpeènostní kamery/Analogové kamery;
2850;Dùm, byt a zahrada/Zabezpeèení domácnosti/Kamery a kamerové systémy/Bezpeènostní kamery/HD-SDI kamery;
2852;Kosmetika a drogerie/Kosmetika/Tìlová kosmetika/Koupelová kosmetika/Koupelové pìny;
2855;Obleèení a móda/Dámské obleèení/Dámské spodní prádlo a plavky/Dámské spodní prádlo/Dámské stahovací prádlo;
2856;Erotické zboí a pomùcky/Dámské erotické prádlo/Dámská erotická body;
2858;Kanceláø/Kanceláøská technika/Vazaèe;
2860;Kanceláø/Kanceláøská technika/Pokladní systémy/Datové terminály;
2861;Kosmetika a drogerie/Drogerie/Úklidové pomùcky/Košata a smetáky;
2862;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Koupelnové a WC doplòky/Drátìné police;
2863;Kosmetika a drogerie/Drogerie/Úklidové pomùcky/Drátìnky;
2864;Kosmetika a drogerie/Drogerie/Úklidové pomùcky/Prachovky;
2866;Kosmetika a drogerie/Drogerie/Pøípravky na mytí nádobí/Pøípravky do myèky/Prášky a gely do myèky;
2867;Kosmetika a drogerie/Drogerie/Pøípravky na mytí nádobí/Pøípravky do myèky/Tablety do myèky;
2868;Kosmetika a drogerie/Drogerie/Pøípravky na mytí nádobí/Pøípravky do myèky/Leštidla do myèky;
2870;Kosmetika a drogerie/Drogerie/Pøípravky na mytí nádobí/Pøípravky do myèky/Soli do myèky;
2873;Kosmetika a drogerie/Drogerie/Èistící prostøedky/Èistící prostøedky do koupelny a kuchynì;
2874;Kosmetika a drogerie/Drogerie/Èistící prostøedky/Èistící prostøedky na koberce a èalounìní;
2875;Kosmetika a drogerie/Drogerie/Èistící prostøedky/Èistièe odpadu;
2876;Kosmetika a drogerie/Drogerie/Èistící prostøedky/Èistièe oken a skel;
2877;Kosmetika a drogerie/Drogerie/Èistící prostøedky/Èistièe podlah;
2878;Kosmetika a drogerie/Drogerie/Èistící prostøedky/Èistící prostøedky na WC;
2879;Kosmetika a drogerie/Drogerie/Èistící prostøedky/Univerzální èistící prostøedky;
2882;Dùm, byt a zahrada/Stavebniny/Stavební materiál/Stavební pojiva/Cement a malta;
2883;Dùm, byt a zahrada/Stavebniny/Stavební materiál/Stavební pojiva/Vápno;
2884;Dùm, byt a zahrada/Stavebniny/Stavební materiál/Stavební pojiva/Sádra;
2885;Dùm, byt a zahrada/Stavebniny/Stavební chemie/Barvy a laky/Fasádní barvy;
2886;Dùm, byt a zahrada/Stavebniny/Stavební chemie/Barvy a laky/Interiérové barvy;
2887;Dùm, byt a zahrada/Stavebniny/Ploty a oplocení/Plotové sloupky;
2889;Dùm, byt a zahrada/Stavebniny/Stavební technika/Rudly;
2890;Dùm, byt a zahrada/Stavebniny/Instalatérskı materiál/Rozvody topení;
2891;Dùm, byt a zahrada/Stavebniny/Instalatérskı materiál/Ostatní instalatérskı materiál;
2893;Dùm, byt a zahrada/Osvìtlení/Svítidla/Koupelnová svítidla;
2896;Potraviny a nápoje/Nápoje/Alkoholické nápoje/Cidery;
2898;Potraviny a nápoje/Potraviny/Pøílohy/Rıe;
2900;Erotické zboí a pomùcky/Erotické ozdoby;
2901;Potraviny a nápoje/Potraviny/Pøísady na vaøení a peèení/Cukry;
2902;Potraviny a nápoje/Potraviny/Pøísady na vaøení a peèení/Sladidla;
2903;Potraviny a nápoje/Potraviny/Pøísady na vaøení a peèení/Kuchyòské soli;
2904;Potraviny a nápoje/Potraviny/Pøísady na vaøení a peèení/Mouky;
2905;Potraviny a nápoje/Potraviny/Pøísady na vaøení a peèení/Octy;
2906;Kultura a zábava/Filmy a seriály/DVD filmy;
2907;Kultura a zábava/Filmy a seriály/Blu-ray filmy;
2908;Kultura a zábava/Filmy a seriály/Sbìratelské edice filmù;
2909;Kultura a zábava/Filmy a seriály/Seriály;
2911;Kultura a zábava/Hudba/Èeská hudba;
2912;Kultura a zábava/Volnı èas/Vıtvarné potøeby/Ostatní vıtvarné potøeby;
2914;Kultura a zábava/Volnı èas/Oslavy a dárky/Piknikové koše;
2916;Kultura a zábava/Volnı èas/Galanterie a šití/Galanterie/Pøíze;
2917;Kultura a zábava/Volnı èas/Galanterie a šití/Galanterie/Špendlíky a jehly;
2918;Kultura a zábava/Volnı èas/Galanterie a šití/Galanterie/Zipy;
2919;Kultura a zábava/Volnı èas/Galanterie a šití/Galanterie/Jehlice;
2920;Kultura a zábava/Volnı èas/Galanterie a šití/Galanterie/Krejèovské nùky;
2921;Kultura a zábava/Volnı èas/Galanterie a šití/Galanterie/Krajky;
2922;Kultura a zábava/Volnı èas/Galanterie a šití/Galanterie/Ostatní galanterie;
2925;Kultura a zábava/Volnı èas/Èajovna/Vodní dımky a pøíslušenství/Hadice pro vodní dımky;
2926;Kultura a zábava/Volnı èas/Èajovna/Vodní dımky a pøíslušenství/Korunky pro vodní dımky;
2927;Kultura a zábava/Hudba/Zahranièní hudba;
2928;Kultura a zábava/Hudba/Relaxaèní hudba;
2929;Kultura a zábava/Hudba/Mluvené slovo;
2931;Kultura a zábava/Volnı èas/Vìda a laboratoø/Laboratorní nádoby;
2932;Kultura a zábava/Volnı èas/Vìda a laboratoø/Lékovky;
2934;Kultura a zábava/Volnı èas/Potøeby pro kuøáky/Balení cigaret/Plnièky cigaret;
2935;Kultura a zábava/Volnı èas/Potøeby pro kuøáky/Zápalky;
2936;Dìtské zboí/Hraèky/Spoleèenské hry/Venkovní a stolní hry/Kuelky;
2937;Dìtské zboí/Hraèky/Spoleèenské hry/Karetní hry/Pexesa;
2938;Kultura a zábava/Volnı èas/Chovatelské potøeby/Pro koèky/Toalety a stelivo pro koèky/Toalety pro koèky;
2939;Kultura a zábava/Volnı èas/Chovatelské potøeby/Pro koèky/Toalety a stelivo pro koèky/Pøíslušenství pro koèièí toalety;
2944;Kultura a zábava/Volnı èas/Chovatelské potøeby/Pro psy/Cestovní potøeby pro psy/Pøepravky pro psy;
2945;Dìtské zboí/Hraèky/Spoleèenské hry/Karetní hry/Kvarteta;
2947;Sport/Míèové sporty/Golf/Ostatní golfové vybavení;
2948;Sport/Míèové sporty/Raketové sporty/Badminton/Badmintonové sety;
2949;Sport/Míèové sporty/Raketové sporty/Badminton/Badmintonové vıplety;
2950;Obleèení a móda/Šperky a hodinky/Šperky/Broe;
2951;Sport/Cyklistika/Pøíslušenství pro cyklistiku/Cyklistické batohy;
2953;Obleèení a móda/Šperky a hodinky/Pánské hodinky;
2954;Obleèení a móda/Šperky a hodinky/Dámské hodinky;
2955;Sport/Outdoorové vybavení/Stanování a kemping/Kempingové stoly a idle;
2957;Obleèení a móda/Šperky a hodinky/Dìtské hodinky;
2958;Obleèení a móda/Šperky a hodinky/Unisex hodinky;
2961;Obleèení a móda/Šperky a hodinky/Kapesní hodinky;
2963;Sport/Vodní sporty/Plavecké potøeby/Plavky;
2965;Sport/Vodní sporty/Plavecké potøeby/Nafukovací doplòky do vody/Nafukovací míèe;
2966;Sport/Vodní sporty/Plavecké potøeby/Nafukovací doplòky do vody/Nafukovací køesla a lehátka;
2967;Sport/Vodní sporty/Plavecké potøeby/Nafukovací doplòky do vody/Nafukovací kruhy;
2969;Sport/Vodní sporty/Plavecké potøeby/Nafukovací doplòky do vody/Nafukovací rukávky;
2972;Sport/Skate a in-line/Pøíslušenství pro in-line/Loiska k in-line bruslím;
2973;Sport/Skate a in-line/Longboardy;
2975;Sport/Skate a in-line/Skákací boty;
2983;Obleèení a móda/Módní doplòky/Deštníky a pláštìnky/Pláštìnky;
2986;Sport/Horolezectví/Expedièní batohy;
2987;Sport/Zimní sporty/Bruslení a hokej/Brankáøské betony;
2988;Sport/Zimní sporty/Bruslení a hokej/Hokejové kalhoty;
2991;Obleèení a móda/Dámské obleèení/Dámské bundy, kabáty a vesty/Dámská saka;
2993;Obleèení a móda/Dámské obleèení/Dámská trika, tílka a košile/Dámské tuniky;
3000;Obleèení a móda/Obuv/Doplòky pro obuv/Pøípravky pro údrbu obuvi;
3002;Obleèení a móda/Módní doplòky/Paruky;
3005;Obleèení a móda/Dámské obleèení/Dámské spodní prádlo a plavky/Dámské noèní prádlo/Dámská pyama;
3006;Obleèení a móda/Dámské obleèení/Dámské spodní prádlo a plavky/Dámské noèní prádlo/Dámské noèní košile;
3007;Obleèení a móda/Dámské obleèení/Dámské kalhoty a kraasy/Dámské legíny;
3010;Obleèení a móda/Pánské obleèení/Pánské spoleèenské odìvy/Pánská saka;
3011;Obleèení a móda/Pánské obleèení/Pánská trika, tílka a košile/Pánské nátìlníky;
3012;Obleèení a móda/Pánské obleèení/Pánské spoleèenské odìvy/Spoleèenské kalhoty;
3013;Obleèení a móda/Pánské obleèení/Pánské spoleèenské odìvy/Pánské obleky;
3019;Obleèení a móda/Pánské obleèení/Pánské mikiny a svetry/Pánské svetry;
3024;Obleèení a móda/Dìtské obleèení/Dìtské spodní prádlo a plavky/Dìtské noèní košile;
3028;Sport/Sportovní odìvy, obuv a doplòky/Sportovní pøilby;
3030;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obleèení/Obleèení pro bojové sporty;
3031;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obleèení/Lyaøské a snowboardové obleèení;
3032;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obleèení/Bìecké obleèení;
3039;Obleèení a móda/Dìtské obleèení/Dìtské módní doplòky;
3041;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Pánská sportovní obuv/Pánská sálová obuv;
3042;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Pánská sportovní obuv/Pánská bìecká obuv;
3043;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Pánská sportovní obuv/Pánská treková obuv;
3044;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Pánská sportovní obuv/Pánská fitness obuv;
3045;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Pánská sportovní obuv/Ostatní pánská sportovní obuv;
3047;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Dámská sportovní obuv/Dámská bìecká obuv;
3048;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Dámská sportovní obuv/Dámská treková obuv;
3049;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Dámská sportovní obuv/Dámská sálová obuv;
3050;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Dámská sportovní obuv/Dámská fitness obuv;
3051;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Dámská sportovní obuv/Ostatní dámská sportovní obuv;
3053;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Dìtská sportovní obuv/Dìtská bìecká obuv;
3054;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Dìtská sportovní obuv/Dìtská treková obuv;
3055;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Dìtská sportovní obuv/Dìtská sálová obuv;
3056;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Dìtská sportovní obuv/Dìtská fitness obuv;
3057;Sport/Sportovní odìvy, obuv a doplòky/Sportovní obuv/Dìtská sportovní obuv/Ostatní dìtská sportovní obuv;
3065;Obleèení a móda/Obuv/Dámská obuv/Dámská letní obuv/Dámské pantofle;
3066;Obleèení a móda/Obuv/Dámská obuv/Dámská letní obuv/Dámské sandále;
3067;Obleèení a móda/Obuv/Dámská obuv/Dámská letní obuv/Dámské abky;
3068;Obleèení a móda/Obuv/Dámská obuv/Dámská letní obuv/Dámské baleríny;
3069;Obleèení a móda/Obuv/Dámská obuv/Dámská zimní obuv/Dámské kozaèky;
3070;Obleèení a móda/Obuv/Dámská obuv/Dámská zimní obuv/Dámské snìhule;
3071;Obleèení a móda/Obuv/Dámská obuv/Dámská zimní obuv/Ostatní dámská zimní obuv;
3072;Obleèení a móda/Obuv/Dámská obuv/Dámská letní obuv/Ostatní dámská letní obuv;
3073;Obleèení a móda/Obuv/Dámská obuv/Dámská celoroèní obuv/Dámské lodièky;
3074;Obleèení a móda/Obuv/Dámská obuv/Dámská celoroèní obuv/Dámská kotníková obuv;
3076;Obleèení a móda/Obuv/Dámská obuv/Dámská celoroèní obuv/Dámské holínky;
3077;Obleèení a móda/Obuv/Dámská obuv/Dámská celoroèní obuv/Dámské polobotky;
3078;Obleèení a móda/Obuv/Dámská obuv/Dámská celoroèní obuv/Dámská skate obuv;
3080;Obleèení a móda/Obuv/Pánská obuv/Pánská celoroèní obuv/Pánská spoleèenská obuv;
3081;Obleèení a móda/Obuv/Pánská obuv/Pánská zimní obuv;
3083;Obleèení a móda/Obuv/Pánská obuv/Pánská celoroèní obuv/Pánská kotníková obuv;
3084;Obleèení a móda/Obuv/Pánská obuv/Pánská celoroèní obuv/Pánská skate obuv;
3085;Obleèení a móda/Obuv/Pánská obuv/Pánská celoroèní obuv/Pánské holínky;
3086;Obleèení a móda/Obuv/Pánská obuv/Pánská letní obuv/Pánské sandále;
3087;Obleèení a móda/Obuv/Pánská obuv/Pánská letní obuv/Pánské abky;
3088;Obleèení a móda/Obuv/Pánská obuv/Pánská letní obuv/Pánské pantofle;
3093;Obleèení a móda/Obuv/Dìtská obuv/Dìtská letní obuv/Dìtské sandále;
3094;Obleèení a móda/Obuv/Dìtská obuv/Dìtská letní obuv/Dìtské pantofle;
3095;Obleèení a móda/Obuv/Dìtská obuv/Dìtská letní obuv/Dìtské abky;
3096;Obleèení a móda/Dìtské obleèení/Dìtské kalhoty a kraasy/Dìtské legíny;
3097;Obleèení a móda/Obuv/Dámská obuv/Dámská celoroèní obuv/Dámské tenisky;
3098;Obleèení a móda/Obuv/Pánská obuv/Pánská celoroèní obuv/Pánské tenisky;
3100;Obleèení a móda/Obuv/Dìtská obuv/Dìtská celoroèní obuv/Dìtské tenisky;
3101;Obleèení a móda/Obuv/Dìtská obuv/Dìtská celoroèní obuv/Dìtská kotníková obuv;
3102;Obleèení a móda/Obuv/Dìtská obuv/Dìtská celoroèní obuv/Dìtská skate obuv;
3103;Obleèení a móda/Obuv/Dìtská obuv/Dìtská celoroèní obuv/Dìtské holínky;
3104;Obleèení a móda/Obuv/Dìtská obuv/Dìtská letní obuv/Ostatní dìtská letní obuv;
3105;Obleèení a móda/Obuv/Dìtská obuv/Dìtská celoroèní obuv/Ostatní dìtská celoroèní obuv;
3108;Obleèení a móda/Obuv/Dìtská obuv/Dìtská zimní obuv;
3109;Dùm, byt a zahrada/Zahrada/Venkovní dlaba;
3110;Kultura a zábava/Volnı èas/Chovatelské potøeby/Pro psy/Psí zdraví a hygiena/Pinzety na klíšata;
3111;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Kuchyòské náèiní/Kuchyòské pinzety;
3112;Domácí spotøebièe/Kuchyòské spotøebièe/Pøíslušenství ke kuchyòskım spotøebièùm/Pøíslušenství pro sporáky;
3117;Elektronika/Herní zaøízení/Hry/Hry pro Nintendo/Hry pro Nintendo 3DS;
3118;Elektronika/Herní zaøízení/Hry/Hry pro Nintendo/Hry pro Nintendo Wii U;
3119;Poèítaèe/Software/Ostatní software;
3122;Poèítaèe/Ukládání dat/Ostatní záznamová media;
3126;Poèítaèe/Poèítaèové pøíslušenství/Kabely a konektory/Kabely/Audio kabely;
3128;Poèítaèe/Poèítaèové pøíslušenství/Kabely a konektory/Redukce a konektory/USB redukce;
3129;Poèítaèe/Poèítaèové pøíslušenství/Kabely a konektory/Redukce a konektory/Audio - video redukce;
3131;Poèítaèe/Poèítaèové pøíslušenství/Kabely a konektory/Redukce a konektory/Anténní redukce a konektory;
3133;Poèítaèe/Poèítaèové pøíslušenství/Kabely a konektory/Redukce a konektory/Síové konektory;
3134;Poèítaèe/Poèítaèové pøíslušenství/Sluchátka a mikrofony;
3135;Poèítaèe/Pøíslušenství pro tablety/Ostatní pøíslušenství pro tablety;
3146;Foto/Foto doplòky a pøíslušenství/Fotoateliérová technika/Odrazné desky;
3147;Foto/Foto doplòky a pøíslušenství/Fotoateliérová technika/Softboxy;
3148;Foto/Foto doplòky a pøíslušenství/Fotoateliérová technika/Odrazné deštníky;
3149;Foto/Foto doplòky a pøíslušenství/Fotoateliérová technika/Studiová svìtla;
3150;Foto/Foto doplòky a pøíslušenství/Fotoateliérová technika/Studiové blesky;
3152;Foto/Foto doplòky a pøíslušenství/Baterie a nabíjeèky pro fotoaparáty a videokamery/Bateriové gripy pro fotoaparáty;
3153;Foto/Foto doplòky a pøíslušenství/Telekonvertory;
3155;Dùm, byt a zahrada/Dílna/Elektrické náøadí/Olepovaèky hran;
3156;Dùm, byt a zahrada/Dílna/Hoblice;
3157;Dùm, byt a zahrada/Dílna/Mìøicí pøístroje/Revizní pøístroje;
3158;Obleèení a móda/Dìtské obleèení/Kojenecké obleèení;
3159;Dùm, byt a zahrada/Dílna/Mìøicí pøístroje/Analyzátory;
3160;Dùm, byt a zahrada/Vytápìní a ohøev/Tepelná èerpadla;
3161;Poèítaèe/Ukládání dat/Pøíslušenství pro datové nosièe/Ostatní pøíslušenství pro datové nosièe;
3162;Dùm, byt a zahrada/Bydlení a doplòky/Koupelna a WC/Sprchy a pøíslušenství/Sprchové panely;
3164;Auto-moto/Motodíly/Brzdy pro motocykly;
3165;Auto-moto/Motodíly/Elektroinstalace pro motocykly;
3166;Auto-moto/Motodíly/Chlazení pro motocykly;
3167;Auto-moto/Motodíly/Kola pro motocykly;
3168;Auto-moto/Motodíly/Motory pro motocykly;
3169;Auto-moto/Motodíly/Podvozky a øízení pro motocykly;
3170;Auto-moto/Motodíly/Stupaèky a páèky pro motocykly;
3171;Auto-moto/Motodíly/Plasty, kapotáe a plexiskla pro motocykly;
3172;Auto-moto/Motodíly/Vıfuky pro motocykly;
3173;Auto-moto/Motodíly/Rámy pro motocykly;
3174;Auto-moto/Motodíly/Osvìtlení pro motocykly;
3175;Auto-moto/Motodíly/Zrcátka pro motocykly;
3176;Auto-moto/Motodíly/Lanka a hadice pro motocykly;
3177;Auto-moto/Motodíly/Filtry pro motocykly;
3178;Auto-moto/Motodíly/Palivové systémy pro motocykly;
3179;Auto-moto/Motodíly/Øetìzové sady pro motocykly;
3180;Auto-moto/Motodíly/Tìsnìní pro motocykly;
3181;Auto-moto/Motodíly/Moto sedla;
3182;Auto-moto/Motodíly/Ostatní motodíly;
3184;Auto-moto/Motodoplòky/Zabezpeèení motocyklù;
3185;Auto-moto/Motodoplòky/Brašny na motocykly;
3186;Auto-moto/Motodoplòky/Ostatní motodoplòky;
3187;Auto-moto/Motodoplòky/Moto obuv;
3188;Auto-moto/Motodoplòky/Chránièe a protektory na motocykly;
3189;Auto-moto/Motodoplòky/Náøadí na motocykly;
3190;Kultura a zábava/Volnı èas/Modeláøství/RC modely/RC modely tankù;
3193;Poèítaèe/Poèítaèové pøíslušenství/Kabely a konektory/Pøíslušenství pro kabely a konektory/Krimpovací kleštì;
3194;Dùm, byt a zahrada/Bydlení a doplòky/Kuchynì a jídelna/Kuchyòské døezy/Keramické døezy;
3198;Dìtské zboí/Školní potøeby/Sešity a bloky/Bloky;
3200;Dìtské zboí/Školní potøeby/Rısovací potøeby/Kruítka;
3201;Dìtské zboí/Školní potøeby/Rısovací potøeby/Pravítka a trojúhelníky;
3202;Dìtské zboí/Školní potøeby/Rısovací potøeby/Školní úhlomìry;
3203;Dìtské zboí/Školní potøeby/Rısovací potøeby/Køivítka a šablony;
3204;Dìtské zboí/Školní potøeby/Rısovací potøeby/Prye;
3205;Dìtské zboí/Školní potøeby/Rısovací potøeby/Ostatní rısovací potøeby;
3206;Kanceláø/Kanceláøské potøeby/Psací potøeby/Grafitové tuky;
3207;Kanceláø/Kanceláøské potøeby/Psací potøeby/Propisky;
3209;Kultura a zábava/Volnı èas/Vıtvarné potøeby/Vıtvarné barvy/Inkousty a tuše;
3211;Kultura a zábava/Volnı èas/Vıtvarné potøeby/Kresba/Køídy a uhly;
3213;Kultura a zábava/Volnı èas/Vıtvarné potøeby/Kresba/Mechanické tuky;
